MccMnc,Mcc,Mnc,CountryCode,IsoCode2,Network,CountryName,ISO
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"99501","995","1","86","IO","Sure (Diego Garcia) Ltd","British Indian Ocean Territory","86"
"750001","750","1","238","FK","Sure South Atlantic Ltd.","Falkland Islands","238"
"750001","750","1","238","FK","Sure South Atlantic Ltd.","Falkland Islands","238"
"750001","750","1","238","FK","Sure South Atlantic Ltd.","Falkland Islands","238"
"750001","750","1","238","FK","Sure South Atlantic Ltd.","Falkland Islands","238"
"74810","748","10","858","UY","AM Wireless Uruguay S.A.","Uruguay","858"
"74810","748","10","858","UY","AM Wireless Uruguay S.A.","Uruguay","858"
"74810","748","10","858","UY","AM Wireless Uruguay S.A.","Uruguay","858"
"74807","748","7","858","UY","Telefónica Móviles Uruguay","Uruguay","858"
"74807","748","7","858","UY","Telefónica Móviles Uruguay","Uruguay","858"
"74807","748","7","858","UY","Telefónica Móviles Uruguay","Uruguay","858"
"74803","748","3","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"74803","748","3","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"74803","748","3","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"74801","748","1","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"74801","748","1","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"74801","748","1","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"74800","748","0","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"74800","748","0","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"74800","748","0","858","UY","Administración Nacional de Telecomunicaciones","Uruguay","858"
"746999","746","999","597","SR","Fix Line","Suriname","740"
"74605","746","5","740","SR","Telecommunications Company Suriname (Telesur)","Suriname","740"
"74605","746","5","740","SR","Telecommunications Company Suriname (Telesur)","Suriname","740"
"74605","746","5","740","SR","Telecommunications Company Suriname (Telesur)","Suriname","740"
"74604","746","4","740","SR","Digicel Group Limited","Suriname","740"
"74603","746","3","740","SR","Digicel Group Limited","Suriname","740"
"74602","746","2","740","SR","Telecommunications Company Suriname (Telesur)","Suriname","740"
"74601","746","1","597","SR","Telesur","Suriname","740"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74406","744","6","600","PY","Copaco S.A.","Paraguay","600"
"74405","744","5","600","PY","Núcleo S.A. (TIM)","Paraguay","600"
"74405","744","5","600","PY","Núcleo S.A. (TIM)","Paraguay","600"
"74405","744","5","600","PY","Núcleo S.A. (TIM)","Paraguay","600"
"74405","744","5","600","PY","Núcleo S.A. (TIM)","Paraguay","600"
"74404","744","4","600","PY","Telefónica Celular Del Paraguay S.A. (Telecel)","Paraguay","600"
"74404","744","4","600","PY","Telefónica Celular Del Paraguay S.A. (Telecel)","Paraguay","600"
"74404","744","4","600","PY","Telefónica Celular Del Paraguay S.A. (Telecel)","Paraguay","600"
"74404","744","4","600","PY","Telefónica Celular Del Paraguay S.A. (Telecel)","Paraguay","600"
"74403","744","3","600","PY","Compañia Privada de Comunicaciones S.A.","Paraguay","600"
"74403","744","3","600","PY","Compañia Privada de Comunicaciones S.A.","Paraguay","600"
"74403","744","3","600","PY","Compañia Privada de Comunicaciones S.A.","Paraguay","600"
"74403","744","3","600","PY","Compañia Privada de Comunicaciones S.A.","Paraguay","600"
"74402","744","2","600","PY","AMX Paraguay S.A.","Paraguay","600"
"74402","744","2","600","PY","AMX Paraguay S.A.","Paraguay","600"
"74402","744","2","600","PY","AMX Paraguay S.A.","Paraguay","600"
"74402","744","2","600","PY","AMX Paraguay S.A.","Paraguay","600"
"74401","744","1","600","PY","Hola Paraguay S.A.","Paraguay","600"
"74401","744","1","600","PY","Hola Paraguay S.A.","Paraguay","600"
"74401","744","1","600","PY","Hola Paraguay S.A.","Paraguay","600"
"74401","744","1","600","PY","Hola Paraguay S.A.","Paraguay","600"
"74003","740","3","218","EC","Otecel S.A.","Ecuador","218"
"74003","740","3","218","EC","Otecel S.A.","Ecuador","218"
"74003","740","3","218","EC","Otecel S.A.","Ecuador","218"
"74003","740","3","218","EC","Otecel S.A.","Ecuador","218"
"74002","740","2","218","EC","Corporación Nacional de Telecomunicaciones (CNT EP)","Ecuador","218"
"74002","740","2","218","EC","Corporación Nacional de Telecomunicaciones (CNT EP)","Ecuador","218"
"74002","740","2","218","EC","Corporación Nacional de Telecomunicaciones (CNT EP)","Ecuador","218"
"74002","740","2","218","EC","Corporación Nacional de Telecomunicaciones (CNT EP)","Ecuador","218"
"74001","740","1","218","EC","CONECEL S.A.","Ecuador","218"
"74001","740","1","218","EC","CONECEL S.A.","Ecuador","218"
"74001","740","1","218","EC","CONECEL S.A.","Ecuador","218"
"74001","740","1","218","EC","CONECEL S.A.","Ecuador","218"
"740000","740","0","593","EC","Failed Call(s)","Ecuador","218"
"740000","740","0","593","EC","Failed Call(s)","Ecuador","218"
"740000","740","0","593","EC","Failed Call(s)","Ecuador","218"
"740000","740","0","593","EC","Failed Call(s)","Ecuador","218"
"74000","740","0","218","EC","Otecel S.A.","Ecuador","218"
"74000","740","0","218","EC","Otecel S.A.","Ecuador","218"
"74000","740","0","218","EC","Otecel S.A.","Ecuador","218"
"74000","740","0","218","EC","Otecel S.A.","Ecuador","218"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"73805","738","5","328","GY","eGovernment Unit, Ministry of the Presidency","Guyana","328"
"738003","738","3","328","GY","Quark Communications Inc.","Guyana","328"
"738003","738","3","328","GY","Quark Communications Inc.","Guyana","328"
"738003","738","3","328","GY","Quark Communications Inc.","Guyana","328"
"738003","738","3","328","GY","Quark Communications Inc.","Guyana","328"
"738003","738","3","328","GY","Quark Communications Inc.","Guyana","328"
"738003","738","3","328","GY","Quark Communications Inc.","Guyana","328"
"73802","738","2","592","GY","Cellink Plus","Guyana","328"
"73802","738","2","592","GY","Cellink Plus","Guyana","328"
"73802","738","2","592","GY","Cellink Plus","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"738002","738","2","328","GY","Guyana Telephone & Telegraph Co.","Guyana","328"
"73801","738","1","328","GY","U-Mobile (Cellular) Inc.","Guyana","328"
"73801","738","1","328","GY","U-Mobile (Cellular) Inc.","Guyana","328"
"73801","738","1","328","GY","U-Mobile (Cellular) Inc.","Guyana","328"
"73603","736","3","68","BO","Telefónica Celular De Bolivia S.A","Bolivia","68"
"73603","736","3","68","BO","Telefónica Celular De Bolivia S.A","Bolivia","68"
"73603","736","3","68","BO","Telefónica Celular De Bolivia S.A","Bolivia","68"
"73602","736","2","68","BO","Entel SA","Bolivia","68"
"73602","736","2","68","BO","Entel SA","Bolivia","68"
"73602","736","2","68","BO","Entel SA","Bolivia","68"
"73601","736","1","68","BO","Nuevatel PCS De Bolivia SA","Bolivia","68"
"73601","736","1","68","BO","Nuevatel PCS De Bolivia SA","Bolivia","68"
"73601","736","1","68","BO","Nuevatel PCS De Bolivia SA","Bolivia","68"
"73406","734","6","862","VE","Telecomunicaciones Movilnet","Venezuela","862"
"73406","734","6","862","VE","Telecomunicaciones Movilnet","Venezuela","862"
"73406","734","6","862","VE","Telecomunicaciones Movilnet","Venezuela","862"
"73406","734","6","862","VE","Telecomunicaciones Movilnet","Venezuela","862"
"73406","734","6","862","VE","Telecomunicaciones Movilnet","Venezuela","862"
"73404","734","4","862","VE","Telefónica Móviles Venezuela","Venezuela","862"
"73404","734","4","862","VE","Telefónica Móviles Venezuela","Venezuela","862"
"73404","734","4","862","VE","Telefónica Móviles Venezuela","Venezuela","862"
"73404","734","4","862","VE","Telefónica Móviles Venezuela","Venezuela","862"
"73404","734","4","862","VE","Telefónica Móviles Venezuela","Venezuela","862"
"73403","734","3","862","VE","Galaxy Entertainment de Venezuela C.A.","Venezuela","862"
"73403","734","3","862","VE","Galaxy Entertainment de Venezuela C.A.","Venezuela","862"
"73403","734","3","862","VE","Galaxy Entertainment de Venezuela C.A.","Venezuela","862"
"73403","734","3","862","VE","Galaxy Entertainment de Venezuela C.A.","Venezuela","862"
"73403","734","3","862","VE","Galaxy Entertainment de Venezuela C.A.","Venezuela","862"
"73402","734","2","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73402","734","2","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73402","734","2","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73402","734","2","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73402","734","2","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73401","734","1","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73401","734","1","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73401","734","1","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73401","734","1","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"73401","734","1","862","VE","Corporacion Digitel C.A.","Venezuela","862"
"732999","732","999","57","CO","Fix Line","Colombia","170"
"732999","732","999","57","CO","Fix Line","Colombia","170"
"732999","732","999","57","CO","Fix Line","Colombia","170"
"732999","732","999","57","CO","Fix Line","Colombia","170"
"732666","732","666","57","CO","Claro","Colombia","170"
"732666","732","666","57","CO","Claro","Colombia","170"
"732666","732","666","57","CO","Claro","Colombia","170"
"732666","732","666","57","CO","Claro","Colombia","170"
"732360","732","360","57","CO","WOM","Colombia","170"
"732360","732","360","57","CO","WOM","Colombia","170"
"732360","732","360","57","CO","WOM","Colombia","170"
"732360","732","360","57","CO","WOM","Colombia","170"
"732299","732","299","57","CO","ATnet","Colombia","170"
"732299","732","299","57","CO","ATnet","Colombia","170"
"732299","732","299","57","CO","ATnet","Colombia","170"
"732299","732","299","57","CO","ATnet","Colombia","170"
"732240","732","240","170","CO","Logistica Flash Colombia SAS","Colombia","170"
"732240","732","240","170","CO","Logistica Flash Colombia SAS","Colombia","170"
"732240","732","240","170","CO","Logistica Flash Colombia SAS","Colombia","170"
"732240","732","240","170","CO","Logistica Flash Colombia SAS","Colombia","170"
"732230","732","230","170","CO","Setroc Mobile Group SAS","Colombia","170"
"732230","732","230","170","CO","Setroc Mobile Group SAS","Colombia","170"
"732230","732","230","170","CO","Setroc Mobile Group SAS","Colombia","170"
"732230","732","230","170","CO","Setroc Mobile Group SAS","Colombia","170"
"732220","732","220","170","CO","Libre Tecnologias SAS","Colombia","170"
"732220","732","220","170","CO","Libre Tecnologias SAS","Colombia","170"
"732220","732","220","170","CO","Libre Tecnologias SAS","Colombia","170"
"732220","732","220","170","CO","Libre Tecnologias SAS","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732210","732","210","170","CO","Hablame Colombia SAS ESP","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732208","732","208","170","CO","UFF Movil SAS","Colombia","170"
"732199","732","199","170","CO","SUMA Movil SAS","Colombia","170"
"732199","732","199","170","CO","SUMA Movil SAS","Colombia","170"
"732199","732","199","170","CO","SUMA Movil SAS","Colombia","170"
"732199","732","199","170","CO","SUMA Movil SAS","Colombia","170"
"732187","732","187","170","CO","Empresa de Telecomunicaciones de Bogotá S.A. ESP","Colombia","170"
"732187","732","187","170","CO","Empresa de Telecomunicaciones de Bogotá S.A. ESP","Colombia","170"
"732187","732","187","170","CO","Empresa de Telecomunicaciones de Bogotá S.A. ESP","Colombia","170"
"732187","732","187","170","CO","Empresa de Telecomunicaciones de Bogotá S.A. ESP","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732176","732","176","170","CO","DirecTV Colombia Ltda","Colombia","170"
"732165","732","165","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732165","732","165","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732165","732","165","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732165","732","165","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732154","732","154","170","CO","Virgin Mobile Colombia S.A.S.","Colombia","170"
"732154","732","154","170","CO","Virgin Mobile Colombia S.A.S.","Colombia","170"
"732154","732","154","170","CO","Virgin Mobile Colombia S.A.S.","Colombia","170"
"732154","732","154","170","CO","Virgin Mobile Colombia S.A.S.","Colombia","170"
"732142","732","142","170","CO","Une EPM Telecomunicaciones S.A. E.S.P.","Colombia","170"
"732142","732","142","170","CO","Une EPM Telecomunicaciones S.A. E.S.P.","Colombia","170"
"732142","732","142","170","CO","Une EPM Telecomunicaciones S.A. E.S.P.","Colombia","170"
"732142","732","142","170","CO","Une EPM Telecomunicaciones S.A. E.S.P.","Colombia","170"
"732130","732","130","170","CO","Avantel S.A.S","Colombia","170"
"732130","732","130","170","CO","Avantel S.A.S","Colombia","170"
"732130","732","130","170","CO","Avantel S.A.S","Colombia","170"
"732130","732","130","170","CO","Avantel S.A.S","Colombia","170"
"732123","732","123","170","CO","Colombia Telecomunicaciones S.A. ESP","Colombia","170"
"732123","732","123","170","CO","Colombia Telecomunicaciones S.A. ESP","Colombia","170"
"732123","732","123","170","CO","Colombia Telecomunicaciones S.A. ESP","Colombia","170"
"732123","732","123","170","CO","Colombia Telecomunicaciones S.A. ESP","Colombia","170"
"732111","732","111","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732111","732","111","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732111","732","111","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732111","732","111","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732103","732","103","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732103","732","103","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732103","732","103","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732103","732","103","170","CO","Colombia Móvil S.A. ESP","Colombia","170"
"732102","732","102","170","CO","Bellsouth Colombia","Colombia","170"
"732102","732","102","170","CO","Bellsouth Colombia","Colombia","170"
"732102","732","102","170","CO","Bellsouth Colombia","Colombia","170"
"732102","732","102","170","CO","Bellsouth Colombia","Colombia","170"
"732101","732","101","170","CO","COMCEL S.A.","Colombia","170"
"732101","732","101","170","CO","COMCEL S.A.","Colombia","170"
"732101","732","101","170","CO","COMCEL S.A.","Colombia","170"
"732101","732","101","170","CO","COMCEL S.A.","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732099","732","99","170","CO","Empresas Municipales de Cali","Colombia","170"
"732020","732","20","170","CO","Une EPM Telecomunicaciones S.A. E.S.P.","Colombia","170"
"732020","732","20","170","CO","Une EPM Telecomunicaciones S.A. E.S.P.","Colombia","170"
"732020","732","20","170","CO","Une EPM Telecomunicaciones S.A. E.S.P.","Colombia","170"
"732020","732","20","170","CO","Une EPM Telecomunicaciones S.A. E.S.P.","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732004","732","4","170","CO","COMPATEL COLOMBIA SAS","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732003","732","3","170","CO","LLEIDA S.A.S.","Colombia","170"
"732002","732","2","170","CO","Edatel S.A. ESP","Colombia","170"
"732002","732","2","170","CO","Edatel S.A. ESP","Colombia","170"
"732002","732","2","170","CO","Edatel S.A. ESP","Colombia","170"
"732002","732","2","170","CO","Edatel S.A. ESP","Colombia","170"
"732001","732","1","170","CO","Colombia Telecomunicaciones S.A. ESP","Colombia","170"
"732001","732","1","170","CO","Colombia Telecomunicaciones S.A. ESP","Colombia","170"
"732001","732","1","170","CO","Colombia Telecomunicaciones S.A. ESP","Colombia","170"
"732001","732","1","170","CO","Colombia Telecomunicaciones S.A. ESP","Colombia","170"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73099","730","99","152","CL","WILL Telefonía","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73027","730","27","152","CL","Cibeles Telecom S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73026","730","26","152","CL","WILL S.A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73023","730","23","152","CL","Claro Servicios Empresariales S. A.","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73022","730","22","152","CL","Cellplus SpA","Chile","152"
"73020","730","20","152","CL","Inversiones Santa Fe Limitada","Chile","152"
"73020","730","20","152","CL","Inversiones Santa Fe Limitada","Chile","152"
"73020","730","20","152","CL","Inversiones Santa Fe Limitada","Chile","152"
"73020","730","20","152","CL","Inversiones Santa Fe Limitada","Chile","152"
"73020","730","20","152","CL","Inversiones Santa Fe Limitada","Chile","152"
"73020","730","20","152","CL","Inversiones Santa Fe Limitada","Chile","152"
"73020","730","20","152","CL","Inversiones Santa Fe Limitada","Chile","152"
"73020","730","20","152","CL","Inversiones Santa Fe Limitada","Chile","152"
"73019","730","19","152","CL","Sociedad Falabella Móvil SPA","Chile","152"
"73019","730","19","152","CL","Sociedad Falabella Móvil SPA","Chile","152"
"73019","730","19","152","CL","Sociedad Falabella Móvil SPA","Chile","152"
"73019","730","19","152","CL","Sociedad Falabella Móvil SPA","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
"73018","730","18","152","CL","Empresas Bunker S.A.","Chile","152"
